Strain,TG Control,Chol Control,HDL Control,UC Control,FFA Control,Glucose Control,Fibrosis Control,TG ISO,Chol ISO,HDL ISO,UC ISO,FFA ISO,Glucose ISO,Fibrosis ISO,Death ISO,TH Ctrl,LV Ctrl,RV Ctrl,LA Ctrl,RA Ctrl,Lung Ctrl,Liver Ctrl,Adrenal Ctrl,TH ISO,LV ISO,RV ISO,LA ISO,RA ISO,Lung ISO,Liver ISO,Adrenal ISO,wTH Ctrl,wLV Ctrl,wRV Ctrl,wLA Ctrl,wRA Ctrl,wLung Ctrl,wLiver Ctrl,wAdrenal Ctrl,wTH ISO,wLV ISO,wRV ISO,wLA ISO,wRA ISO,wLung ISO,wLiver ISO,wAdrenal ISO,Heart Rate Day 0,IVSd Day 0,LVIDd Day 0,PWd Day 0,IVSs Day 0,LVIDs Day 0,PWs Day 0,ET Day 0,E day 0,A day 0,E/A day 0,A/E day 0,FS day 0,IVS/PWd day 0,IVS/PWs day 0,RWTd day 0,PWTH day 0,Vold day 0,Vols day 0,EF day 0,LVM day 0,LVMc day 0,Vcf day 0,MSNER day 0,Heart Rate Day 7,IVSd Day 7,LVIDd Day 7,PWd Day 7,IVSs Day 7,LVIDs Day 7,PWs Day 7,ET Day 7,E day 7,A day 7,E/A day 7,A/E day 7,FS day 7,IVS/PWd day 7,IVS/PWs day 7,RWTd day 7,PWTH day 7,Vold day 7,Vols day 7,EF day 7,LVM day 7,LVMc day 7,Vcf day 7,MSNER day 7,Heart Rate Day 14,IVSd Day 14,LVIDd Day 14,PWd Day 14,IVSs Day 14,LVIDs Day 14,PWs Day 14,ET Day 14,E day 14,A day 14,E/A day 14,A/E day 14,FS day 14,IVS/PWd day 14,IVS/PWs day 14,RWTd day 14,PWTH day 14,Vold day 14,Vols day 14,EF day 14,LVM day 14,LVMc day 14,Vcf day 14,MSNER day 14,Heart Rate Day 21,IVSd Day 21,LVIDd Day 21,PWd Day 21,IVSs Day 21,LVIDs Day 21,PWs Day 21,ET Day 21,E day 21,A day 21,E/A day 21,A/E day 21,FS day 21,IVS/PWd day 21,IVS/PWs day 21,RWTd day 21,PWTH day 21,Vold day 21,Vols day 21,EF day 21,LVM day 21,LVMc day 21,Vcf day 21,MSNER day 21
BXD79,28,80.5,59,17,24.5,166,0.047684008,10,87.5,61,18.5,23.5,125.5,0.063253063,0,0.086066667,0.059833333,0.013066667,0.001866667,0.001233333,0.104166667,0.810266667,0.010066667,0.104975,0.0754,0.015225,0.0028,0.001575,0.115475,0.81225,0.00785,0.004676042,0.003251029,0.000711231,0.000101232,6.67E-05,0.005661222,0.043988382,0.000547268,0.005736643,0.004117224,0.000835553,0.000151225,8.57E-05,0.006313493,0.044472686,0.000428005,524.2857143,0.782857143,3.378571429,0.702857143,1.105714286,1.928571429,1.14,47.75,1701.831429,1190.467143,1.583571429,0.686428571,43.27142857,1.132142857,0.972857143,0.42,63.30214286,47.11714286,12.32857143,74.75,80.74357143,64.59428571,0.912857143,1.575714286,612,0.7825,3.73,0.8375,1.2,2.1075,1.2075,47.125,1990.245,1747.1225,1.3875,0.83375,43.52875,0.935,1.01,0.44875,43.83125,59.29875,14.7375,75.375,106.16875,84.9375,0.94,1.6225,609.25,0.8,3.955,0.755,1.2125,2.34,1.155,44.3425,1636.05,1275.6875,1.27875,0.78375,41.39375,1.0675,1.0625,0.38625,53.0625,68.52625,20.37,71.57625,111.105,88.88375,0.97,1.665,622.5,0.7575,3.49,0.8175,1.305,1.7325,1.335,40.1875,1370.3425,1215.9475,1.155,0.8775,50.91125,0.9325,0.99125,0.47125,62.56125,50.84375,10.0475,81.525,92.5275,74.02375,1.3,2.07
BXD-8/TyJ,,,,,,,,,,,,,,,,0.092,0.074,0.018,0.0038,0.0023,0.121,0.917,0.0103,0.1862,0.1339,0.02275,0.0075,0.00425,0.2241,1.0735,0.0102,0.0046,0.0037,0.0009,0.00019,0.000115,0.00605,0.04585,0.000515,0.008995309,0.006467607,0.001098418,0.000362864,0.000205494,0.010827063,0.051845594,0.000492322,492,0.833333333,3.733333333,0.713333333,1.1,2.383333333,1.083333333,53,2192.92,1376.443333,1.648333333,0.613333333,36.285,1.188333333,1.023333333,0.383333333,52.74666667,59.42,20.3,66.29833333,99.78,79.82666667,0.683333333,1.246666667,488.5,0.905,4.39,1.01,1.17,2.98,1.4,52.69,1705.685,669.255,2.6825,0.3775,32.285,0.8875,0.83,0.465,38.8725,87.645,34.925,60.66,174.13,139.3025,0.615,1.15,523,0.695,4.975,0.85,1,3.705,1.07,46.875,3127.11,1047.545,3.525,0.3275,26.995,0.815,0.86,0.33,26.11,124.43,59.835,52.075,168.645,134.915,0.57,1.11,538,0.865,4.99,0.78,1.32,3.36,1.23,45.375,2408.24,1209.265,2.3225,0.455,32.725,1.115,1.098333334,0.316666667,56.5725,118.2775,46.475,60.885,178.1183334,142.4933334,0.73,1.355
BXD84,73.5,93,61.5,21.5,31,177.5,0.020598773,17,121,77.5,31,23,127,0.211105888,0.142857143,0.097933333,0.071366667,0.0133,0.0024,0.0018,0.141266667,1.007366667,0.009033333,0.12088,0.08588,0.01532,0.00442,0.00206,0.14108,1.0789,0.00752,0.004737481,0.003450662,0.00064285,0.000116242,0.000089139,0.006828896,0.048633366,0.000435097,0.00587385,0.004162211,0.000743861,0.00021566,0.000101793,0.00686946,0.052359011,0.000365186,497.25,0.71125,3.71375,0.7025,1.13625,2.22875,1.0425,53.73375,1684.22625,1087.07875,1.565416667,0.670416667,40.27135417,1.023645833,1.0925,0.3815625,49.83625,59.03270833,17.44520833,71.25645833,87.93229167,70.34604167,0.755,1.33375,585.2,0.798,3.83,0.822,1.35,1.996,1.396,42.326,1542.68,1181.806,1.314,0.766,47.888,0.979,0.973666667,0.429666667,71.04033333,63.34166667,12.79566667,79.706,111.0613333,88.85066667,1.136,1.894,512.8,0.73,4.254,0.73,1.118,2.79,1.072,54.1,1753.224,1269.982,1.521,0.697,34.56216667,1.005166667,1.066333333,0.346833333,46.25733333,81.57783333,30.08183333,63.70116667,115.8998333,92.719,0.646,1.192,559.2,0.742,3.984,0.778,1.178,2.404,1.18,45.1,1423.9,1157.85,1.259,0.805,40.13533333,0.959666667,1.002666667,0.394333333,51.58566667,69.88966667,21.68666667,70.39033333,108.8556667,87.08466667,0.916,1.6
BXD85,92,73,55,18,36,169,0.008568444,23,60,50,14,16,144,0.151277895,0,0.108,0.073,0.017,0.0024,0.002,0.143,0.97,0.0084,0.12905,0.0877,0.0154,0.00335,0.0041,0.1475,1.06,0.0072,0.0048,0.003244444,0.000755556,0.000106667,0.0000889,0.006355556,0.043111111,0.000373333,0.005643183,0.003825011,0.000683083,0.000146774,0.000179435,0.006409599,0.046369129,0.000317032,503,0.836666667,3.926666667,0.606666667,1.12,2.666666667,0.866666667,52.83333333,1238.88,822.4366667,1.53,0.673333333,32.77,1.385,1.353333333,0.313333333,39.02833333,67.61333333,28.06,60.63166667,98.57833333,78.86333333,0.623333333,1.15,602,0.93,3.75,0.875,1.49,1.97,1.35,40.185,1502.19,1119.47,1.365,0.75,47.99,1.06,1.1,0.47,54.695,60.47,13.21,79.465,124.15,99.315,1.195,1.98,571.5,0.96,3.54,0.955,1.395,1.915,1.355,42.25,2182.66,1618.525,1.395,0.73,46.12,0.995,1.03,0.54,41.155,52.41,11.73,78.065,123.685,98.955,1.09,1.845,575,0.89,3.825,0.885,1.66,1.805,1.475,42,1528.775,1265.42,1.205,0.83,52.64,1.015,1.145,0.4675,66.0675,63.0475,10.135,83.705,125.4475,100.3575,1.265,2.01
BXD86,,,,,,,0.048367447,17.5,105,71,21,22,124,0.088207758,0,0.117,0.08,0.01575,0.00245,0.003,0.135,0.925,0.0083,,,,,,,,,0.00574965,0.00393059,0.000775431,0.000120502,0.000147443,0.00663189,0.045458388,0.000407743,,,,,,,,,471,0.745,4.04,0.76,1.195,2.67,0.94,51.375,2313.445,1620.825,1.685,0.66,33.96,0.9775,1.3,0.3775,23.51,71.84,26.665,63.2725,109.995,87.995,0.665,1.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD87,46.5,73,48,14.5,26,134.5,,,,,,,,,,0.0861,0.0609,0.012233333,0.0024,0.002366667,0.1121,0.6577,0.008,0.120333333,0.083966667,0.015133333,0.002466667,0.002033333,0.114366667,0.682833333,0.006466667,0.005184932,0.003678178,0.000739547,0.000143746,0.000138046,0.006815233,0.039657946,0.000486934,0.007122313,0.004973595,0.00089556,0.000146948,0.000120465,0.006778929,0.040466054,0.000382391,481.6666667,0.626666667,3.693333333,0.736666667,0.938333333,2.461666667,0.98,49.125,1198.865,705.3316667,1.756666667,0.586666667,33.34333333,0.860277778,0.958611111,0.398611111,33.70666667,57.99611111,21.90666667,62.10194445,82.9075,66.32777778,0.68,1.268333333,578,0.98,3.663333333,1.016666667,1.743333333,1.526666667,1.57,42.5,1860.783333,1455.03,1.293333333,0.783333333,58.28,0.963333333,1.115,0.558333333,54.46833333,56.945,6.426666667,88.62333333,138.4833333,110.79,1.37,2.083333333,548.3333333,0.846666667,3.953333333,0.863333333,1.286666667,2.28,1.29,45.91666667,1613.6,1000.676667,1.683333333,0.61,42.44833333,0.991666667,1.001666667,0.435,50.98333333,68.185,18.20833333,73.42833333,126.0283333,100.825,0.943333333,1.626666667,596.3333333,1.026666667,3.703333333,0.93,1.606666667,1.746666667,1.486666667,42.5,1482.266667,1025.42,1.555,0.685,53.02,1.105,1.076666667,0.505,60.17166667,58.38333333,9.311666667,84.41666667,136.42,109.1366667,1.263333333,2
BXH-19/TyJ,,,,,,,0,,,,,,,0.003340494,0,0.076,0.055,0.0098,0.002,0.0014,0.11,1.2,0.0083,0.107,0.075,0.011,0.0023,0.001733333,0.136666667,1.316666667,0.0093,0.003619048,0.002619048,0.000466667,0.0000952,0.0000667,0.005238095,0.057142857,0.000395238,0.005168102,0.003622165,0.000534506,0.00011115,8.32E-05,0.00659615,0.063670785,0.000449884,486,0.765,3.3225,0.665,0.9925,1.955,1.025,54.625,1456.645,487.56,3.15,0.36,41.135,1.16,0.9625,0.4,54.95,44.9425,12.0975,73.035,74.48,59.5825,0.7525,1.34,519.3333333,0.78,3.573333333,0.746666667,1.206666667,1.953333333,1.246666667,48.16666667,1106.426667,552.5866667,2.04,0.496666667,45.24833333,1.065,0.978333333,0.421666667,70.555,53.67833333,12.195,77.23166667,92.07,73.655,0.943333333,1.603333333,548,0.676666667,4,0.61,0.983333333,2.616666667,0.946666667,46.16666667,1398.236667,991.22,2.058333333,0.616666667,34.66333333,1.123333333,1.043333333,0.306666667,55.89333333,70.24333333,25.17,64.3,87.57333333,70.06,0.75,1.393333333,536,0.713333333,4.036666667,0.66,0.983333333,2.533333333,1.136666667,49.75,1346.813333,587.0266667,2.336666667,0.44,37.265,1.093333333,0.881666667,0.328333333,71.14166667,71.695,23.94,66.68833333,97.35333333,77.88333333,0.753333333,1.35
BXH-6/TyJ,,,,,,,,,,,,,,,0,0.0845,0.059,0.0102,0.002475,0.00155,0.11025,0.85275,0.01145,0.0878,0.0596,0.00966,0.00288,0.0017,0.115,0.812,0.00662,0.004303283,0.003014642,0.000517835,0.000128492,0.000079909,0.005617504,0.04333313,0.000584239,0.004916689,0.003332367,0.000538801,0.000162193,9.62E-05,0.006435304,0.04556724,0.00036963,475.1111111,0.742222222,3.577777778,0.711111111,1.002222222,2.231111111,1.06,52.44444444,1735.224444,848.3144444,2.165,0.511111111,37.79722222,1.062777778,0.963333333,0.402777778,50.04055556,54.20944444,17.36833333,68.46777778,85.85,68.68055556,0.725555556,1.312222222,467,0.77,3.85,0.646666667,1.163333333,2.403333333,1.036666667,57.91666667,2153.006667,881.6733333,2.56,0.493333333,37.55166667,1.223333333,1.148333333,0.335,60.76666667,64.07333333,20.55833333,68.04166667,93.91666667,75.13333333,0.666666667,1.2,504,0.704,3.952,0.74,1.072,2.344,1.098,53.2,2512.214,908.9,2.859,0.357,40.71,0.961,0.976,0.379,49.842,68.558,19.586,71.479,100.853,80.683,0.768,1.346,536.8,0.686,3.778,0.728,1.186,2.146,1.07,51,2086.184,1583.824,1.341,0.876,43.246,0.979,1.132,0.386,51.807,61.211,15.606,74.636,90.944,72.754,0.854,1.474
BXH-9/TyJ,,,,,,,,,,,,,,,0,0.089,0.055,0.013,0.0015,0.0024,0.12,1.07,0.0107,0.123,0.0805,0.0135,0.00375,0.00235,0.14,1.115,0.00735,0.004299517,0.002657005,0.000628019,0.0000725,0.000115942,0.005797101,0.051690821,0.000516908,0.005316116,0.003473141,0.000584711,0.000160124,0.000100634,0.006053719,0.048305785,0.000322728,532,0.796666667,3.64,0.72,1.093333333,2.273333333,1.03,49.5,1948.923333,1157.43,1.746666667,0.58,37.74333333,1.133333333,1.075,0.398333333,43.315,56.30833333,18.13333333,68.465,94.08333333,75.26833333,0.77,1.396666667,662.5,0.73,3.83,0.81,1.205,2.36,1.005,43.875,2264.55,1440.105,2.19,0.545,38.395,0.92,1.23,0.4225,23.315,63.05,20.095,68.1225,103.39,82.71,0.875,1.555,634.5,0.865,3.88,0.71,1.105,2.745,0.865,45.125,2258.36,1691.02,1.38,0.775,29.185,1.21,1.29,0.365,21.155,65.265,28.22,56.625,108.98,87.185,0.65,1.26,652,0.74,3.94,0.82,0.985,2.71,1.025,44.5,1928.87,979.5,2.775,0.61,32.105,0.885,0.95,0.43,25,68.54,29.455,59.965,108.19,86.55,0.725,1.35
BXHA1,,,,,,,,,,,,,,,0,,,,,,,,,0.137,0.105,0.012,0.004,0.0021,0.14,1.22,0.0097,,,,,,,,,0.006650485,0.005097087,0.000582524,0.000194175,0.000101942,0.006796117,0.059223301,0.000470874,539,0.75,3.36,0.79,1.2,1.83,1.12,51.5,1258.26,812.31,1.54,0.655,45.53,0.97,0.95,0.47,41.38,46.21,10.17,77.99,85.25,68.2,0.88,1.51,610,0.9,4.1,0.86,1.61,2.16,1.39,43,2070.18,1456.8,1.42,0.7,47.115,1.05,1.175,0.42,62.3,74.37,15.92,78.085,139.255,111.405,1.1,1.82,570,0.86,4.25,0.89,1.27,2.67,1.29,42,3114.73,690.38,4.51,0.22,37.275,0.97,0.99,0.42,44.925,80.995,26.195,67.59,146.135,116.905,0.89,1.61,554,0.79,4.46,0.79,0.9,3.2,1.01,43.5,6024.8,1717.07,3.51,0.29,28.22,1,0.89,0.36,27.59,90.39,40.94,54.71,138.74,110.99,0.65,1.26
BXHB2,39,116,104,27,21,167,0.020585739,45,66,60,13,29,122,0.075351111,0,0.08965,0.0577,0.014525,0.001975,0.0017,0.139275,1.0059,0.01215,0.13562,0.09,0.01732,0.0055,0.00326,0.19328,1.12454,0.00856,0.003819909,0.002461126,0.00061132,0.000084836,0.000071725,0.005927814,0.042673081,0.000511568,0.005774468,0.003818889,0.000738948,0.000236987,0.00014102,0.008314773,0.047720314,0.000363023,553.4444444,0.712222222,3.478888889,0.723333333,1.061111111,1.971111111,1.041111111,47.05555556,1966.474444,1298.955556,1.723333333,0.65,43.535,1,1.025555556,0.418888889,45.94666667,50.465,12.77388889,75.21944444,80.59555556,64.475,0.93,1.604444444,572,0.806,3.912,0.762,1.12,2.736,1.022,44.75,2203.222,756.712,3.145,0.389,30.178,1.093,1.1,0.391,36.119,66.604,28.554,57.372,110.099,88.079,0.688,1.302,582.6,0.816,4.098,0.8,1.198,2.592,1.15,42.5,1797.792,700.358,3.027333333,0.387333333,36.824,1.03,1.033,0.389,45.955,74.086,25.566,65.661,124.191,99.352,0.868,1.548,610,0.766,4.214,0.752,1.064,2.838,1.108,42.25,1940.422,1409.528,1.648,0.685,32.925,1.022,0.959,0.357,48.897,79.506,31.86,61.014,119.32,95.456,0.774,1.44
C3H/HeJ,28,110,95,23,22,190,0.016871414,62,145,128,30,33,176,0.148546767,0.2,0.093,0.060625,0.01125,0.00235,0.001975,0.12175,0.98075,0.0077,0.126825,0.08475,0.013625,0.0038,0.003075,0.16475,1.131,0.007325,0.004344192,0.002836654,0.000524336,0.000108547,0.0000919,0.005675199,0.045729689,0.000357854,0.005866095,0.003920489,0.000628164,0.000174006,0.000142544,0.007631305,0.052385436,0.000339824,481.4545455,0.663636364,3.581818182,0.728181818,0.963636364,2.263636364,1.039090909,50.64285714,1081.064545,734.6263636,1.680909091,0.651818182,37.11818182,0.930454545,0.936363636,0.413181818,43.86090909,54.43227273,18.32,67.42272727,81.10727273,64.88409091,0.765714286,1.375714286,602.4285714,0.802857143,3.81,0.77,1.084285714,2.477142857,1.094285714,42.57142857,1306.688571,841.7757143,1.961428571,0.63,35.34071429,1.057857143,0.990714286,0.407142857,42.68214286,63.36785714,23.51,64.47285714,106.0207143,84.81571429,0.83,1.514285714,542.8,0.662,4.164,0.708,0.892,2.97,1.006,45.026,1620.764,999.272,1.95,0.79,28.807,0.927,0.879,0.342,44.383,77.669,34.976,55.623,102.92,82.334,0.64,1.24,572.25,0.6975,4.3125,0.6775,1.01,3.125,0.8825,46,1921.4375,729.245,2.6125,0.42,28.105,1.085,1.1775,0.3225,32.495,84.795,40.72,54.125,108.0575,86.445,0.625,1.2025
C57BL/6J,21,88,73,20,27,191,0.011465883,23,74,68,15,22,136,0.028414958,0.444444444,0.096716667,0.067183333,0.0107,0.002233333,0.00204,0.127833333,0.763333333,0.008666667,0.1222,0.08414,0.01148,0.00384,0.00256,0.1508,0.9732,0.00834,0.004999467,0.003472858,0.000553793,0.000116064,0.000106096,0.006596991,0.039190634,0.000447331,0.006135038,0.004227188,0.000576502,0.000193503,0.000129118,0.007555316,0.048812061,0.000416822,525.6153846,0.634615385,3.806923077,0.646923077,0.907692308,2.543846154,0.933076923,51.93181818,1553.811538,881.81,1.98,0.567692308,33.34230769,0.995897436,0.976282051,0.343589744,46.20051282,62.88435897,23.8774359,62.57717949,80.23974359,64.19192308,0.649090909,1.216363636,631.4285714,0.718571429,4.022857143,0.784285714,1.064285714,2.517142857,1.102857143,47.03571429,1613.965714,922.7042857,1.860714286,0.552857143,37.58809524,0.915238095,0.963809524,0.38952381,40.85904762,71.22666667,23.47761905,67.5747619,109.0957143,87.2752381,0.814285714,1.461428571,585.8333333,0.725,4.128333333,0.783333333,1.006666667,2.831666667,1.01,50.5,2144.27,1521.268333,1.751666667,0.636666667,32.02916667,0.934166667,1.0025,0.380833333,28.525,75.8975,32.29,59.18,114.7508333,91.8,0.638333333,1.18,621.4,0.78,4.128,0.746,1.002,2.708,1.118,48,1670.606,1120.102,1.752,0.624,34.672,1.044,0.896,0.364,49.562,75.668,28,63.768,116.03,92.824,0.73,1.342
C57BLKS/J,16,64,48,13,17,171,,19,60,39,12,20,110,,0.6,0.093566667,0.066633333,0.009266667,0.001766667,0.001833333,0.115666667,0.807333333,0.008,0.1191,0.08625,0.01125,0.00355,0.00165,0.1505,0.958,0.00695,0.004681617,0.003336295,0.000462063,8.75E-05,0.000089927,0.005782832,0.040378947,0.000399507,0.00585375,0.004240257,0.000552437,0.000174431,8.10E-05,0.007397614,0.047077417,0.000341507,414,0.67,3.938,0.666,1.036,2.68,0.874,56.1,1372.976,872.094,1.611,0.634,31.922,1.018,1.194,0.34,31.33,67.728,26.69,60.552,89.898,71.92,0.57,1.082,540,0.7,4.24,0.66,1.055,2.75,1.005,49.25,1822.68,1253.275,1.56,0.745,35.33,1.055,1.046666667,0.311666667,53.10166667,80.72,29.00166667,64.72666667,104.705,83.76333334,0.71,1.31,559.5,0.77,4.185,0.725,1.265,2.6,1.05,51.375,2285.28,1602.165,1.825,0.665,38.085,1.0775,1.2225,0.3475,45.905,78.3625,25.6575,68.2875,116.4375,93.15,0.735,1.325,571,0.79,4.245,0.73,1.18,2.76,1.08,48.31,1823.825,1487.655,1.25,0.809166667,34.9275,1.0975,1.0975,0.345,49.3125,80.6575,28.5825,64.51,123.0775,98.46,0.725,1.34
C57L/J,,,,,,,,,,,,,,,,0.0995,0.0665,0.00765,0.0015,0.00145,0.1405,0.975,0.009,0.146666667,0.100333333,0.012666667,0.006566667,0.0059,0.166666667,1.36,0.010133333,0.004816759,0.003214562,0.000368716,7.35E-05,0.000071364,0.006796658,0.046975576,0.000435807,0.007111748,0.004867061,0.000612258,0.000317865,0.000285047,0.00809352,0.066151568,0.000492582,425.4,0.83,3.704,0.664,1.178,2.358,0.92,55.4,1110.94,564.628,1.975,0.532,36.586,1.245,1.275666667,0.358,38.70033333,58.41333333,19.94166667,66.533,93.93533333,75.14633333,0.664,1.21,566.6666667,0.976666667,3.743333333,0.883333333,1.403333333,2.103333333,1.293333333,48.16666667,1601.773333,855.0333333,2.315,0.576666667,44.06666667,1.11,1.078333333,0.468333333,46.74666667,60.00166667,15.14666667,75.19,130.0883333,104.0716667,0.916666667,1.56,515,0.83,3.9,0.84,1.036666667,2.59,1.13,46.25,2532.13,1078.45,2.251666667,0.471666667,33.99333333,1.013333333,0.926666667,0.43,38.50666667,66.19,25.34666667,62.84333333,120.55,96.43666667,0.73,1.35,497,0.796666667,4.2,0.86,1.33,2.72,1.123333333,46.83333333,1440.406667,647.2366667,2.196666667,0.486666667,35.43666667,0.935,1.146666667,0.41,33.19,79.24833333,28.63666667,64.52333333,137.425,109.9416667,0.76,1.383333333
C58/J,,,,,,,0.036112101,,,,,,,0.108115285,0.333333333,0.081,0.0555,0.00945,0.0032,0.00205,0.135,0.71,0.007,0.1185,0.0815,0.0125,0.00325,0.00265,0.16,0.855,0.0072,0.004235517,0.002902952,0.000495035,0.00016738,0.000107198,0.007066052,0.037115976,0.000365372,0.006126605,0.004208824,0.000647594,0.000168236,0.000136671,0.008278075,0.044122995,0.000370602,491.4,0.626,3.848,0.6,0.892,2.514,0.864,57.2,1398.9,721.176,1.918,0.536,35.024,1.048,1.062,0.317,44.45,64.363,23.622,64.176,77.254,61.803,0.614,1.122,588.6666667,0.676666667,4.176666667,0.723333333,1.176666667,2.243333333,1.2,46.83333333,1210.31,770.94,1.578333333,0.64,46.33,0.94,0.983333333,0.346666667,66.88666667,77.48666667,17.33,77.73666667,104.91,83.93,0.986666667,1.66,588.5,0.88,3.875,0.725,1.21,2.355,1.105,48.625,1338.755,781.765,1.7475,0.5825,39.17,1.255,1.1,0.375,58.0075,64.9475,19.55,69.935,112.2175,89.775,0.8,1.435,546.5,0.765,4.13,0.945,1.21,2.59,1.26,46.5,1650.495,703.305,2.42,0.44,37.31625,0.8425,0.9725,0.465,34.9225,76.08375,24.5675,67.69875,135.07,108.05875,0.805,1.46
CBA/J,13,85,57,13,31,123,0.049171166,151,123,85,27,42,146,0.18187688,0,0.095333333,0.068666667,0.009733333,0.002533333,0.001833333,0.11,1.013333333,0.014,0.13,0.0905,0.012375,0.00435,0.0031,0.14025,1.1025,0.00935,0.004366767,0.003129917,0.000445816,0.00011747,8.49E-05,0.005022534,0.04632128,0.000595745,0.006584876,0.004551596,0.000617315,0.000219956,0.000159401,0.007155138,0.055611598,0.000471805,479.8,0.682,3.767,0.651,0.936,2.535,0.851,53.91666667,1375.075,708.094,2.051,0.513,32.7035,1.059,1.1175,0.349,30.248,61.461,23.763,61.515,84.6595,67.728,0.716666667,1.29,641.2857143,0.661428571,3.848571429,0.74,1.061428571,2.381428571,1.127142857,39,1123.162857,703.7085714,1.655714286,0.652857143,38.14642857,0.913571429,0.963571429,0.385714286,53.46928571,64.32857143,19.94571429,68.97928571,93.91285714,75.13142857,1.01,1.81,637.2,0.8,4.01,0.754,1.152,2.548,1.18,41.75,1655.08,1009.368,1.67,0.628,36.545,1.064,0.978,0.376,56.466,70.753,23.861,66.478,112.93,90.344,0.915,1.65,602.75,0.695,4.1625,0.82,1.135,2.66,1.1625,39.9375,2113.9075,1115.5725,2.2025,0.5425,36.2075,0.85,0.985,0.395,42.35,77.4625,26.3675,66.255,116.495,93.1975,0.905,1.66
CE/J,20,87,57,14,28,160,0,18,125,79,23,28,143,0.010873697,0,0.1175,0.07865,0.01635,0.00165,0.0023,0.13505,1.105,0.0122,0.136933333,0.091533333,0.021066667,0.003566667,0.002166667,0.1413,1.22,0.008433333,0.004583244,0.003073171,0.000639151,0.00006435,0.0000899,0.005289526,0.0430961,0.000480322,0.005880466,0.003930754,0.000903338,0.000153472,9.32E-05,0.006065897,0.052471041,0.000361272,431,0.75,3.833333333,0.636666667,1.076666667,2.543333333,0.923333333,55.58333333,1631.3,1126.94,1.461666667,0.695,33.66,1.182222222,1.167777778,0.332777778,45.77166667,63.44444444,23.425,62.98722222,89.77444444,71.82111111,0.606666667,1.13,574,0.785,3.905,0.84,1.38,2.155,1.18,48,1920.105,1376.13,1.3925,0.735,44.825,0.945,1.1725,0.4325,41.2375,66.155,15.405,76.6925,115.1725,92.1375,0.935,1.595,548.5,0.825,4.04,0.875,1.36,2.335,1.28,47.125,1912.5,1448.945,1.345,0.77,42.3125,0.9625,1.08,0.4325,45.985,71.68,18.7625,73.85,129.59,103.6725,0.9,1.57,554,0.795,4.175,0.895,1.38,2.42,1.29,46.875,2424.46,2343.105,1.0575,0.965,42.075,0.8925,1.0725,0.425,44.8125,77.5625,20.6275,73.4375,135.4825,108.385,0.9,1.57
CXB-11/HiAJ,19,70,41,2,89,178,0.025399791,20,64,48,9,37,95,0.027670482,0.333333333,0.1135,0.082,0.0128,0.00205,0.0023,0.123,1.025,0.0146,0.1255,0.091,0.0094,0.00585,0.00185,0.13,1.085,0.01055,0.004922279,0.003557502,0.000559802,0.0000896,0.000104169,0.005357632,0.044575669,0.000637789,0.00593966,0.004310208,0.000443514,0.000279173,0.0000871,0.006100479,0.050810739,0.000492956,466.5,0.785,4.015,0.7725,1.08,2.5575,1.06,55.75,1679.5725,1188.1225,1.6625,0.6175,36.845,1.01625,1.0425,0.39875,36.59125,72.23875,25.0225,66.93625,112.8075,90.25,0.6625,1.205,555.5,0.715,4.06,0.735,1.215,2.6,1.05,48,1049.515,553.615,1.875,0.565,35.915,0.965,1.16,0.365,42.965,72.69,24.56,65.88,105.07,84.055,0.75,1.37,393,0.785,4.445,0.72,1.075,2.83,1.1,58.5,575.785,534.145,1.165,1.285,36.342,1.1035,0.972,0.331,52.8485,91.4695,32.2205,64.7835,129.6045,103.6825,0.615,1.1,542.5,0.885,4.145,0.81,1.255,2.515,1.205,47.5,1321.635,654.5,2.03,0.495,39.4075,1.12,1.065,0.3925,49.5725,76.81,23.1675,70.2125,134.84,107.8725,0.83,1.48
CXB-12/HiAJ,25,66,42,12,27,148,0.037206934,21,81,55,13,29,119,0.095373714,0.285714286,0.104875,0.072375,0.011325,0.00235,0.002475,0.1445,0.929,0.00875,0.15,0.104125,0.016475,0.00465,0.004,0.172875,1.3075,0.009175,0.005221299,0.003603002,0.000574061,0.000113322,0.00012331,0.007191215,0.046294415,0.00044186,0.007242116,0.005017387,0.000794065,0.000223735,0.000193614,0.00835008,0.062931832,0.000443257,419.7777778,0.686666667,4.06,0.713333333,0.882222222,2.965555556,0.982222222,53.94444444,1849.797778,664.0722222,3.774444444,0.407222222,26.93888889,1.027222222,0.926111111,0.356666667,40.67833333,72.89611111,34.21666667,52.81888889,100.31,80.24777778,0.504444444,0.988888889,575.75,0.82,4.3525,0.6775,1.2,2.775,1.1025,44.375,2308.655,1370.6325,1.83375,0.625,36.45375,1.2275,1.09375,0.3175,64.6675,86.23875,29.81375,66.1725,123.4425,98.75375,0.8225,1.4875,553.75,0.7125,4.52,0.67,0.94,3.1175,0.9475,44.375,2284.51,1006.7775,2.28,0.4875,31.07625,1.0675,0.99875,0.29625,41.68,93.42625,38.845,58.62875,118.87875,95.10125,0.7025,1.3275,493.25,0.7125,4.76,0.82,1.125,3.325,1.09,46.3125,2176.5875,1152.68,2.175,0.555,30.17,0.875,1.04375,0.34375,33.445,105.85625,45.27875,57.295,149.2225,119.3775,0.6525,1.2375
